Município,População_residente
PATO BRAGADO,5755
PATO BRANCO,84779
PAULA FREITAS,5942
PAULO FRONTIN,7418
PEABIRU,14017
PEROBAL,6194
PEROLA,11406
PEROLA D'OESTE,6232
PIEN,13015
PINHAIS,134788
PINHALAO,6323
PINHAL DE SAO BENTO,2742
PINHAO-PR,32722
PIRAI DO SUL,25779
PIRAQUARA,116852
PITANGA,29686
PITANGUEIRAS-PR,3298
PLANALTINA DO PARANA,4281
PLANALTO-PR,13385
PONTA GROSSA,358838
PONTAL DO PARANA,28529
PORECATU,12587
PORTO AMAZONAS,4899
PORTO BARREIRO,3133
PORTO RICO,2554
PORTO VITORIA,4057
PRADO FERREIRA,3806
PRANCHITA,5035
PRESIDENTE CASTELO BRANCO,5395
PRIMEIRO DE MAIO,11138
PRUDENTOPOLIS,52776
QUARTO CENTENARIO,4420
QUATIGUA,7504
QUATRO BARRAS,24253
QUATRO PONTES,4043
QUEDAS DO IGUACU,34707
QUERENCIA DO NORTE,12257
QUINTA DO SOL,4444
QUITANDINHA,19388
RAMILANDIA,4500
RANCHO ALEGRE,3760
RANCHO ALEGRE D'OESTE,2602
REALEZA,16976
REBOUCAS,14991
RENASCENCA,6772
RESERVA,26933
RESERVA DO IGUACU,8127
RIBEIRAO CLARO,10622
RIBEIRAO DO PINHAL,12869
RIO AZUL,15433
RIO BOM,3162
RIO BONITO DO IGUACU,13240
RIO BRANCO DO IVAI,4121
RIO BRANCO DO SUL,32635
RIO NEGRO-PR,34645
ROLANDIA,68165
RONCADOR,9447
RONDON,9664
ROSARIO DO IVAI,4595
SABAUDIA,6954
SALGADO FILHO,3389
SALTO DO ITARARE,4862
SALTO DO LONTRA,14957
SANTA AMELIA,3208
SANTA CECILIA DO PAVAO,3253
SANTA CRUZ DE MONTE CASTELO,7705
SANTA FE,12330
SANTA HELENA-PR,27036
SANTA INES-PR,1568
SANTA ISABEL DO IVAI,8484
SANTA IZABEL DO OESTE,14924
SANTA LUCIA-PR,3795
SANTA MARIA DO OESTE,9210
SANTA MARIANA,11523
SANTA MONICA,4052
SANTANA DO ITARARE,4916
SANTA TEREZA DO OESTE,10055
SANTA TEREZINHA DE ITAIPU,23927
SANTO ANTONIO DA PLATINA,46503
SANTO ANTONIO DO CAIUA,2611
SANTO ANTONIO DO PARAISO,2032
SANTO ANTONIO DO SUDOESTE,20354
SANTO INACIO,5422
SAO CARLOS DO IVAI,6961
SAO JERONIMO DA SERRA,11088
SAO JOAO-PR,10122
SAO JOAO DO CAIUA,5819
SAO JOAO DO IVAI,9897
SAO JOAO DO TRIUNFO,15359
SAO JORGE D'OESTE,9005
SAO JORGE DO IVAI,5535
SAO JORGE DO PATROCINIO,5532
SAO JOSE DA BOA VISTA,6115
SAO JOSE DAS PALMEIRAS,3601
SAO JOSE DOS PINHAIS,334620
SAO MANOEL DO PARANA,2165
SAO MATEUS DO SUL,47137
SAO MIGUEL DO IGUACU,27696
SAO PEDRO DO IGUACU,5745
SAO PEDRO DO IVAI,11109
SAO PEDRO DO PARANA,2265
SAO SEBASTIAO DA AMOREIRA,8865
SAO TOME-PR,5778
SAPOPEMA,6708
SARANDI-PR,98888
SAUDADE DO IGUACU,5578
SENGES,19441
SERRANOPOLIS DO IGUACU,4460
SERTANEJA,5149
SERTANOPOLIS,16456
SIQUEIRA CAMPOS,21476
SULINA,2880
TAMARANA,15277
TAMBOARA,5196
TAPEJARA-PR,16480
TAPIRA-PR,5452
TEIXEIRA SOARES,12761
TELEMACO BORBA,80588
TERRA BOA,17304
TERRA RICA,17054
TERRA ROXA-PR,17562
TIBAGI,20688
TIJUCAS DO SUL,17295
TOLEDO-PR,144601
TOMAZINA,7699
TRES BARRAS DO PARANA,12036
TUNAS DO PARANA,9269
TUNEIRAS DO OESTE,8502
TUPASSI,8105
TURVO-PR,12977
UBIRATA,20809
UMUARAMA,113416
UNIAO DA VITORIA,58298
UNIFLOR,2623
URAI,11233
WENCESLAU BRAZ-PR,19358
VENTANIA,12267
VERA CRUZ DO OESTE,8389
VERE,7094
ALTO PARAISO-PR,2630
DOUTOR ULYSSES,5525
VIRMOND,4051
VITORINO,6879
XAMBRE,5584
ABDON BATISTA,2534
ABELARDO LUZ,18015
AGROLANDIA,11160
AGRONOMICA,5570
AGUA DOCE,7160
AGUAS DE CHAPECO,6544
AGUAS FRIAS,2341
AGUAS MORNAS,6646
ALFREDO WAGNER,10136
ALTO BELA VISTA,1915
ANCHIETA-SC,5477
ANGELINA,4686
ANITA GARIBALDI,6783
ANITAPOLIS,3223
ANTONIO CARLOS-SC,8712
APIUNA,10951
ARABUTA,4268
ARAQUARI,40890
ARARANGUA,69493
ARMAZEM,8843
ARROIO TRINTA,3547
ARVOREDO,2228
ASCURRA,8021
ATALANTA,3179
AURORA-SC,5687
BALNEARIO ARROIO DO SILVA,13782
BALNEARIO CAMBORIU,149227
BALNEARIO BARRA DO SUL,11271
BALNEARIO GAIVOTA,11537
BANDEIRANTE,2618
BARRA BONITA-SC,1625
BARRA VELHA,30539
BELA VISTA DO TOLDO,6386
BELMONTE-SC,2712
BENEDITO NOVO,11896
BIGUACU,70471
BLUMENAU,366418
BOCAINA DO SUL,3501
BOMBINHAS,20889
BOM JARDIM DA SERRA,4801
BOM JESUS-SC,3104
BOM JESUS DO OESTE,2136
BOM RETIRO,10153
BOTUVERA,5396
BRACO DO NORTE,34294
BRACO DO TROMBUDO,3794
BRUNOPOLIS,2318
BRUSQUE,140597
CACADOR,80017
CAIBI,6112
CALMON,3325
CAMBORIU,87179
CAPAO ALTO,2467
CAMPO ALEGRE-SC,11985
CAMPO BELO DO SUL,6889
CAMPO ERE,8312
CAMPOS NOVOS,36861
CANELINHA,12553
CANOINHAS,54558
CAPINZAL,23218
CAPIVARI DE BAIXO,25477
CATANDUVAS-SC,11106
CAXAMBU DO SUL,3462
CELSO RAMOS,2709
CERRO NEGRO,3013
CHAPADAO DO LAGEADO,3025
CHAPECO,227587
COCAL DO SUL,16956
CONCORDIA,75683
CORDILHEIRA ALTA,4585
CORONEL FREITAS,9900
CORONEL MARTINS,2560
CORUPA,16300
CORREIA PINTO,12315
CRICIUMA,219393
CUNHA PORA,11150
CUNHATAI,1972
CURITIBANOS,40037
DESCANSO,8136
DIONISIO CERQUEIRA,15592
DONA EMMA,4224
DOUTOR PEDRINHO,4164
ENTRE RIOS-SC,3232
ERMO,2059
ERVAL VELHO,4423
FAXINAL DOS GUEDES,10630
FLOR DO SERTAO,1575
FLORIANOPOLIS,516524
FORMOSA DO SUL,2481
FORQUILHINHA,27621
FRAIBURGO,36723
FREI ROGERIO,1918
GALVAO,2711
GAROPABA,24070
GARUVA,18816
GASPAR,71925
GOVERNADOR CELSO RAMOS,14739
GRAO PARA,6621
GRAVATAL,11652
GUABIRUBA,24922
GUARACIABA-SC,9964
GUARAMIRIM,46757
GUARUJA DO SUL,5196
GUATAMBU,4692
HERVAL D'OESTE,22820
IBIAM,1952
IBICARE,3154
IBIRAMA,19238
ICARA,58055
ILHOTA,14531
IMARUI,9764
IMBITUBA,45711
IMBUIA,6284
INDAIAL,72346
IOMERE,2979
IPIRA-SC,4367
IPORA DO OESTE,9093
IPUACU,7643
IPUMIRIM,7647
IRACEMINHA,3901
IRANI,10575
IRATI-SC,1887
IRINEOPOLIS,11354
ITA,6091
ITAIOPOLIS,21889
ITAJAI,226617
ITAPEMA,69323
ITAPIRANGA-SC,17139
ITAPOA,21766
ITUPORANGA,25619
JABORA,3899
JACINTO MACHADO,10337
JAGUARUNA,20547
JARAGUA DO SUL,184579
JARDINOPOLIS-SC,1520
JOACABA,30684
JOINVILLE,604708
JOSE BOITEUX,5019
JUPIA,2083
LACERDOPOLIS,2248
LAGES,157158
LAGUNA,46424
LAJEADO GRANDE,1408
LAURENTINO,7154
LAURO MULLER,15380
LEBON REGIS,12122
LEOBERTO LEAL,2960
LINDOIA DO SUL,4530
LONTRAS,12497
LUIZ ALVES,13347
LUZERNA,5683
MACIEIRA,1757
MAFRA,56825
MAJOR GERCINO,3465
MAJOR VIEIRA,8209
MARACAJA,7461
MARAVILHA-SC,26463
MAREMA,1703
MASSARANDUBA-SC,17330
MATOS COSTA,2442
MELEIRO,6989
MIRIM DOCE,2257
MODELO,4227
MONDAI,12034
MONTE CARLO,9945
MONTE CASTELO-SC,8263
MORRO DA FUMACA,18095
MORRO GRANDE,2884
NAVEGANTES,85734
NOVA ERECHIM,5163
NOVA ITABERABA,4327
NOVA TRENTO,15010
NOVA VENEZA-SC,15515
NOVO HORIZONTE-SC,2366
ORLEANS,23161
OTACILIO COSTA,19201
OURO,7251
OURO VERDE-SC,2197
PAIAL,1444
PAINEL,2352
PALHOCA,178679
PALMA SOLA,7321
PALMEIRA-SC,2673
PALMITOS,16144
PAPANDUVA,19521
PARAISO-SC,3284
PASSO DE TORRES,9269
PASSOS MAIA,4072
PAULO LOPES,7642
PEDRAS GRANDES,3931
PENHA,34022
PERITIBA,2733
PESCARIA BRAVA,10225
PETROLANDIA-SC,5873
BALNEARIO PICARRAS,24385
PINHALZINHO-SC,21103
PINHEIRO PRETO,3635
PIRATUBA,3637
PLANALTO ALEGRE,2907
POMERODE,34561
PONTE ALTA,4619
PONTE ALTA DO NORTE,3426
PONTE SERRADA,11674
PORTO BELO,22466
PORTO UNIAO,35685
POUSO REDONDO,17965
PRAIA GRANDE-SC,7305
PRESIDENTE CASTELLO BRANCO,1526
PRESIDENTE GETULIO,17973
PRESIDENTE NEREU,2279
PRINCESA,2950
QUILOMBO,9773
RANCHO QUEIMADO,2897
RIO DAS ANTAS,6199
RIO DO CAMPO,5864
RIO DO OESTE,7552
RIO DOS CEDROS,11937
RIO DO SUL,72931
RIO FORTUNA,4630
RIO NEGRINHO,42684
RIO RUFINO,2484
RIQUEZA,4525
RODEIO,11647
ROMELANDIA,4584
SALETE,7674
SALTINHO-SC,3727
SALTO VELOSO,4792
SANGAO,13128
SANTA CECILIA-SC,17004
SANTA HELENA-SC,2178
SANTA ROSA DE LIMA-SC,2151
SANTA ROSA DO SUL,8397
SANTA TEREZINHA-SC,8760
SANTA TEREZINHA DO PROGRESSO,2317
SANTIAGO DO SUL,1211
SANTO AMARO DA IMPERATRIZ,23907
SAO BERNARDINO,2239
SAO BENTO DO SUL,86317
SAO BONIFACIO,2791
SAO CARLOS-SC,11456
SAO CRISTOVAO DO SUL,5646
SAO DOMINGOS-SC,9422
SAO FRANCISCO DO SUL,54751
SAO JOAO DO OESTE,6423
SAO JOAO BATISTA-SC,39719
SAO JOAO DO ITAPERIU,3784
SAO JOAO DO SUL,7332
SAO JOAQUIM,27322
SAO JOSE,253705
SAO JOSE DO CEDRO,13811
SAO JOSE DO CERRITO,8054
SAO LOURENCO DO OESTE,24501
SAO LUDGERO,13886
SAO MARTINHO-SC,3162
SAO MIGUEL DA BOA VISTA,1794
SAO MIGUEL DO OESTE,41246
SAO PEDRO DE ALCANTARA,6046
SAUDADES,9874
SCHROEDER,22605
SEARA,17610
SERRA ALTA,3249
SIDEROPOLIS,14176
SOMBRIO,31084
SUL BRASIL,2386
TAIO,18576
TANGARA-SC,8648
TIGRINHOS,1606
TIJUCAS,39889
TIMBE DO SUL,5338
TIMBO,45703
TIMBO GRANDE,8003
TRES BARRAS,19455
TREVISO,4002
TREZE DE MAIO,7104
TREZE TILIAS,8138
TROMBUDO CENTRAL,7506
TUBARAO,107143
TUNAPOLIS,4507
TURVO-SC,13080
UNIAO DO OESTE,2364
URUBICI,11311
URUPEMA,2453
URUSSANGA,21419
VARGEAO,3569
VARGEM-SC,2387
VARGEM BONITA-SC,4411
VIDAL RAMOS,6321
VIDEIRA,54145
VITOR MEIRELES,4907
WITMARSUM,4032
XANXERE,52290
XAVANTINA,3873
XAXIM,29254
ZORTEA,3432
BALNEARIO RINCAO,13129
ACEGUA,4981
AGUA SANTA,3738
AGUDO,16344
AJURICABA,6951
ALECRIM,5710
ALEGRETE,72493
ALEGRIA,3287
ALMIRANTE TAMANDARE DO SUL,1935
ALPESTRE,5885
ALTO ALEGRE-RS,1590
ALTO FELIZ,3043
ALVORADA-RS,212352
AMARAL FERRADOR,7136
AMETISTA DO SUL,7396
ANDRE DA ROCHA,1351
ANTA GORDA,5941
ANTONIO PRADO,13041
ARAMBARE,3544
ARARICA,5840
ARATIBA,6145
ARROIO DO MEIO,21121
ARROIO DO SAL,10483
ARROIO DO PADRE,2966
ARROIO DOS RATOS,14201
ARROIO DO TIGRE,13452
ARROIO GRANDE,18185
ARVOREZINHA,10422
AUGUSTO PESTANA,6545
AUREA,3517
BAGE,121518
BALNEARIO PINHAL,14645
BARAO,6232
BARAO DE COTEGIPE,6616
BARAO DO TRIUNFO,7550
BARRACAO-RS,5237
BARRA DO GUARITA,3266
BARRA DO QUARAI,4238
BARRA DO RIBEIRO,13618
BARRA DO RIO AZUL,1621
BARRA FUNDA,2563
BARROS CASSAL,11167
BENJAMIN CONSTANT DO SUL,1924
BENTO GONCALVES,123090
BOA VISTA DAS MISSOES,2087
BOA VISTA DO BURICA,6712
BOA VISTA DO CADEADO,2466
BOA VISTA DO INCRA,2628
BOA VISTA DO SUL,2773
BOM JESUS-RS,11270
BOM PRINCIPIO,14446
BOM PROGRESSO,1858
BOM RETIRO DO SUL,12448
BOQUEIRAO DO LEAO,7691
BOSSOROCA,6135
BOZANO,2099
BRAGA,3271
BROCHIER,5132
BUTIA,20963
CACAPAVA DO SUL,33476
CACEQUI,12291
CACHOEIRA DO SUL,81552
CACHOEIRINHA-RS,132144
CACIQUE DOBLE,5083
CAIBATE,4802
CAICARA-RS,4659
CAMAQUA,66686
CAMARGO,2750
CAMBARA DO SUL,6383
CAMPESTRE DA SERRA,3402
CAMPINA DAS MISSOES,5325
CAMPINAS DO SUL,5422
CAMPO BOM,69981
CAMPO NOVO,4273
CAMPOS BORGES,3272
CANDELARIA,31475
CANDIDO GODOI,6106
CANDIOTA,9707
CANELA,45957
CANGUCU,56370
CANOAS,349728
CANUDOS DO VALE,1693
CAPAO BONITO DO SUL,1628
CAPAO DA CANOA,55009
CAPAO DO CIPO,3745
CAPAO DO LEAO,25462
CAPIVARI DO SUL,4793
CAPELA DE SANTANA,12183
CAPITAO,2770
CARAZINHO,62413
CARAA,8426
CARLOS BARBOSA,30630
CARLOS GOMES,1327
CASCA,9070
CASEIROS,3228
CATUIPE,8631
CAXIAS DO SUL,523716
CENTENARIO-RS,2865
CERRITO,6005
CERRO BRANCO,4720
CERRO GRANDE,2281
CERRO GRANDE DO SUL,12579
CERRO LARGO,14243
CHAPADA,9211
CHARQUEADAS,41705
CHARRUA,3228
CHIAPETTA,3684
CHUI,6832
CHUVISCA,5518
CIDREIRA,16897
CIRIACO,4693
COLINAS-RS,2466
COLORADO-RS,3088
CONDOR,6766
CONSTANTINA,9903
COQUEIRO BAIXO,1490
COQUEIROS DO SUL,2267
CORONEL BARROS,2521
CORONEL BICACO,7213
CORONEL PILAR,1602
COTIPORA,3824
COXILHA,2731
CRISSIUMAL,13269
CRISTAL,8121
CRISTAL DO SUL,2840
CRUZ ALTA,59561
CRUZALTENSE,1765
CRUZEIRO DO SUL-RS,12457
DAVID CANABARRO,4732
DERRUBADAS,2718
DEZESSEIS DE NOVEMBRO,2331
DILERMANDO DE AGUIAR,2991
DOIS IRMAOS,33547
DOIS IRMAOS DAS MISSOES,1992
DOIS LAJEADOS,3410
DOM FELICIANO,15556
DOM PEDRO DE ALCANTARA,2520
DOM PEDRITO,38222
DONA FRANCISCA,2958
DOUTOR MAURICIO CARDOSO,4380
DOUTOR RICARDO,1967
ELDORADO DO SUL,42490
ENCANTADO,23047
ENCRUZILHADA DO SUL,26039
ENGENHO VELHO,932
ENTRE-IJUIS,8350
ENTRE RIOS DO SUL,2724
EREBANGO,2978
ERECHIM,107368
ERNESTINA,3171
HERVAL,6807
ERVAL GRANDE,4780
ERVAL SECO,6697
ESMERALDA,3291
ESPERANCA DO SUL,2846
ESPUMOSO,15594
ESTACAO,5924
ESTANCIA VELHA,51292
ESTEIO,83352
ESTRELA,34669
ESTRELA VELHA,3646
EUGENIO DE CASTRO,2310
FAGUNDES VARELA,2750
FARROUPILHA,73758
FAXINAL DO SOTURNO,6651
FAXINALZINHO,2256
FAZENDA VILANOVA,4680
FELIZ,13728
FLORES DA CUNHA,31352
FLORIANO PEIXOTO,1709
FONTOURA XAVIER,10181
FORMIGUEIRO,6569
FORQUETINHA,2389
FORTALEZA DOS VALOS,4252
FREDERICO WESTPHALEN,31675
GARIBALDI,35794
GARRUCHOS,2851
GAURAMA,5447
GENERAL CAMARA,8339
GENTIL,1619
GETULIO VARGAS,16158
GIRUA,15729
GLORINHA,8304
GRAMADO,36864
GRAMADO DOS LOUREIROS,2036
GRAMADO XAVIER,4378
GRAVATAI,285564
GUABIJU,1478
GUAIBA,98331
GUAPORE,26199
GUARANI DAS MISSOES,7393
HARMONIA,4967
HERVEIRAS,3019
HORIZONTINA,19446
HULHA NEGRA,6894
HUMAITA-RS,4712
IBARAMA,4393
IBIACA,4690
IBIRAIARAS,7267
IBIRAPUITA,3988
IBIRUBA,20474
IGREJINHA,37754
IJUI,84041
ILOPOLIS,4054
IMBE,23721
IMIGRANTE,3103
INDEPENDENCIA-RS,6054
INHACORA,2207
IPE,6736
IPIRANGA DO SUL,1871
IRAI,7046
ITAARA,5573
ITACURUBI,3456
ITAPUCA,2037
ITAQUI,37363
ITATI,2377
ITATIBA DO SUL,3143
IVORA,1854
IVOTI,25068
JABOTICABA,3738
JACUIZINHO,2718
JACUTINGA-RS,3532
JAGUARAO,26327
JAGUARI,10684
JAQUIRANA,3611
JARI,3472
JOIA,8571
JULIO DE CASTILHOS,19159
LAGOA BONITA DO SUL,2939
LAGOAO,6469
LAGOA DOS TRES CANTOS,1604
LAGOA VERMELHA,27751
LAJEADO-RS,86005
LAJEADO DO BUGRE,2569
LAVRAS DO SUL,7410
LIBERATO SALZANO,5087
LINDOLFO COLLOR,6193
LINHA NOVA,1724
MACHADINHO,5411
MACAMBARA,4539
MAMPITUBA,2965
MANOEL VIANA,7315
MAQUINE,6747
MARATA,2713
MARAU-RS,45523
MARCELINO RAMOS,4239
MARIANA PIMENTEL,3892
MARIANO MORO,1987
MARQUES DE SOUZA,3981
MATA,4760
MATO CASTELHANO,2543
MATO LEITAO,4627
MATO QUEIMADO,1611
MAXIMILIANO DE ALMEIDA,4254
MINAS DO LEAO,8130
MIRAGUAI,4899
MONTAURI,1430
MONTE ALEGRE DOS CAMPOS,3237
MONTE BELO DO SUL,2514
MONTENEGRO,66157
MORMACO,3139
MORRINHOS DO SUL,2891
MORRO REDONDO,6609
MORRO REUTER,6570
MOSTARDAS,12888
MUCUM,4967
MUITOS CAPOES,3184
MULITERNO,1901
NAO-ME-TOQUE,17886
NICOLAU VERGUEIRO,1667
NONOAI,11574
NOVA ALVORADA,3698
NOVA ARACA,4890
NOVA BASSANO,10089
NOVA BOA VISTA,1731
NOVA BRESCIA,3345
NOVA CANDELARIA,2677
NOVA ESPERANCA DO SUL,5465
NOVA HARTZ,22147
NOVA PADUA,2563
NOVA PALMA,6519
NOVA PETROPOLIS,21717
NOVA PRATA,28021
NOVA RAMADA,2195
NOVA ROMA DO SUL,3743
NOVA SANTA RITA-RS,30482
NOVO CABRAIS,4246
NOVO HAMBURGO,247303
NOVO MACHADO,3191
NOVO TIRADENTES,2189
NOVO XINGU,1705
NOVO BARREIRO,4185
OSORIO,46815
PAIM FILHO,3731
PALMARES DO SUL,11342
PALMEIRA DAS MISSOES,32967
PALMITINHO,7056
PANAMBI,44583
PANTANO GRANDE,8995
PARAI,7793
PARAISO DO SUL,7635
PARECI NOVO,3885
PAROBE,59419
PASSA SETE,5790
PASSO DO SOBRADO,6612
PASSO FUNDO,206103
PAULO BENTO,2303
PAVERAMA,8541
PEDRAS ALTAS,1928
PEDRO OSORIO,7683
PEJUCARA,3840
PELOTAS,343826
PICADA CAFE,5780
PINHAL,2581
PINHAL DA SERRA,1896
PINHAL GRANDE,4309
PINHEIRINHO DO VALE,4926
PINHEIRO MACHADO,12122
PINTO BANDEIRA,3068
PIRAPO,2205
PIRATINI,20743
PLANALTO-RS,9957
POCO DAS ANTAS,2105
PONTAO,3898
PONTE PRETA,1501
PORTAO,38081
PORTO ALEGRE,1492530
PORTO LUCENA,4514
PORTO MAUA,2332
PORTO VERA CRUZ,1258
PORTO XAVIER,10144
POUSO NOVO,1586
PRESIDENTE LUCENA,2972
PROGRESSO,6235
PROTASIO ALVES,1929
PUTINGA,3861
QUARAI,22531
QUATRO IRMAOS,1860
QUEVEDOS,2793
QUINZE DE NOVEMBRO,3810
REDENTORA,11782
RELVADO,2068
RESTINGA SECA,15702
RIO DOS INDIOS,2571
RIO GRANDE,212881
RIO PARDO,38257
RIOZINHO,4698
ROCA SALES,11556
RODEIO BONITO,5868
ROLADOR,2270
ROLANTE,21591
RONDA ALTA,10633
RONDINHA,5033
ROQUE GONZALES,6750
ROSARIO DO SUL,39210
SAGRADA FAMILIA,2601
SALDANHA MARINHO,2596
SALTO DO JACUI,12512
SALVADOR DAS MISSOES,2734
SALVADOR DO SUL,7975
SANANDUVA,16382
SANTA BARBARA DO SUL,7813
SANTA CECILIA DO SUL,1630
SANTA CLARA DO SUL,6755
SANTA CRUZ DO SUL,132271
SANTA MARIA-RS,285159
SANTA MARIA DO HERVAL,6382
SANTA MARGARIDA DO SUL,2593
SANTANA DA BOA VISTA,8037
SANT'ANA DO LIVRAMENTO,75647
SANTA ROSA,73882
SANTA TEREZA,1722
SANTA VITORIA DO PALMAR,29298
SANTIAGO,49298
SANTO ANGELO,77544
SANTO ANTONIO DO PALMA,2118
SANTO ANTONIO DA PATRULHA,43397
SANTO ANTONIO DAS MISSOES,9930
SANTO ANTONIO DO PLANALTO,2018
SANTO AUGUSTO,13813
SANTO CRISTO,14177
SANTO EXPEDITO DO SUL,2287
SAO BORJA,59768
SAO DOMINGOS DO SUL,3091
SAO FRANCISCO DE ASSIS,18081
SAO FRANCISCO DE PAULA-RS,21871
SAO GABRIEL-RS,62187
SAO JERONIMO,24569
SAO JOAO DA URTIGA,4625
SAO JOAO DO POLESINE,2535
SAO JORGE,2808
SAO JOSE DAS MISSOES,2491
SAO JOSE DO HERVAL,1917
SAO JOSE DO HORTENCIO,4924
SAO JOSE DO INHACORA,2040
SAO JOSE DO NORTE,27866
SAO JOSE DO OURO,6911
SAO JOSE DO SUL,2464
SAO JOSE DOS AUSENTES,3559
SAO LEOPOLDO,240378
SAO LOURENCO DO SUL,43501
SAO LUIZ GONZAGA,33124
SAO MARCOS,21756
SAO MARTINHO-RS,5336
SAO MARTINHO DA SERRA,3228
SAO MIGUEL DAS MISSOES,7692
SAO NICOLAU,5153
SAO PAULO DAS MISSOES,5654
SAO PEDRO DA SERRA,3881
SAO PEDRO DAS MISSOES,2025
SAO PEDRO DO BUTIA,2950
SAO PEDRO DO SUL,16100
SAO SEBASTIAO DO CAI,26161
SAO SEPE,23492
SAO VALENTIM,3220
SAO VALENTIM DO SUL,2248
SAO VALERIO DO SUL,2732
SAO VENDELINO,2288
SAO VICENTE DO SUL,8742
SAPIRANGA,80514
SAPUCAIA DO SUL,142508
SARANDI-RS,25024
SEBERI,10678
SEDE NOVA,2875
SEGREDO,7465
SELBACH,5114
SENADOR SALGADO FILHO,2761
SENTINELA DO SUL,5635
SERAFINA CORREA,18074
SERIO,1889
SERTAO,5220
SERTAO SANTANA,6586
SETE DE SETEMBRO,1931
SEVERIANO DE ALMEIDA,3607
SILVEIRA MARTINS,2365
SINIMBU,10152
SOBRADINHO-RS,15041
SOLEDADE-RS,31067
TABAI,4816
TAPEJARA-RS,24973
TAPERA,10569
TAPES,17363
TAQUARA,57740
TAQUARI,26907
TAQUARUCU DO SUL,3081
TAVARES-RS,5484
TENENTE PORTELA,13385
TERRA DE AREIA,11323
TEUTONIA,34275
TIO HUGO,3078
TIRADENTES DO SUL,5532
TOROPI,2753
TORRES,39381
TRAMANDAI,53507
TRAVESSEIRO,2331
TRES ARROIOS,2620
TRES CACHOEIRAS,11174
TRES COROAS,28948
TRES DE MAIO,23846
TRES FORQUILHAS,2643
TRES PALMEIRAS,4232
TRES PASSOS,23799
TRINDADE DO SUL,5781
TRIUNFO-RS,30159
TUCUNDUVA,5612
TUNAS,4585
TUPANCI DO SUL,1447
TUPANCIRETA,24182
TUPANDI,5019
TUPARENDI,7730
TURUCU,3408
UBIRETAMA,1952
UNIAO DA SERRA,1084
UNISTALDA,2306
URUGUAIANA,126766
VACARIA,66916
VALE VERDE,3531
VALE DO SOL,11873
VALE REAL,6046
VANINI,2130
VENANCIO AIRES,72373
VERA CRUZ-RS,27325
VERANOPOLIS,26813
VESPASIANO CORREA,1776
VIADUTOS,4628
VIAMAO,257330
VICENTE DUTRA,4530
VICTOR GRAEFF,2840
VILA FLORES,3407
VILA LANGARO,2070
VILA MARIA,4368
VILA NOVA DO SUL,4274
VISTA ALEGRE,2726
VISTA ALEGRE DO PRATA,1553
VISTA GAUCHA,2858
VITORIA DAS MISSOES,3052
WESTFALIA,3046
XANGRI-LA,17126
AGUA CLARA,16025
ALCINOPOLIS,5489
AMAMBAI,40247
ANASTACIO,25336
ANAURILANDIA,9116
ANGELICA,11081
ANTONIO JOAO,9082
APARECIDA DO TABOADO,26386
AQUIDAUANA,48184
ARAL MOREIRA,12511
BANDEIRANTES-MS,7281
BATAGUASSU,23620
BATAYPORA,11368
BELA VISTA,24842
BODOQUENA,7802
BONITO-MS,22401
BRASILANDIA,11835
CAARAPO,31005
CAMAPUA,13675
CAMPO GRANDE-MS,916001
CARACOL-MS,6247
CASSILANDIA,22063
CHAPADAO DO SUL,26499
CORGUINHO,6158
CORONEL SAPUCAIA,15449
CORUMBA,112669
COSTA RICA,21456
COXIM,33547
DEODAPOLIS,13043
DOIS IRMAOS DO BURITI,11547
DOURADINA-MS,6025
DOURADOS,227990
ELDORADO-MS,12447
FATIMA DO SUL,19152
FIGUEIRAO,3066
GLORIA DE DOURADOS,9934
GUIA LOPES DA LAGUNA,9754
IGUATEMI,16273
INOCENCIA,7566
ITAPORA,25478
ITAQUIRAI,21604
IVINHEMA,23277
JAPORA,9372
JARAGUARI,7342
JARDIM-MS,26375
JATEI,4015
JUTI,6861
LADARIO,24040
LAGUNA CARAPA,7496
MARACAJU,48944
MIRANDA,28423
MUNDO NOVO-MS,18578
NAVIRAI,56484
NIOAQUE,13794
NOVA ALVORADA DO SUL,22967
NOVA ANDRADINA,56057
NOVO HORIZONTE DO SUL,3556
PARAISO DAS AGUAS,5751
PARANAIBA,42401
PARANHOS,14576
PEDRO GOMES,7568
PONTA PORA,95320
PORTO MURTINHO,17460
RIBAS DO RIO PARDO,25310
RIO BRILHANTE,38844
RIO NEGRO-MS,4758
RIO VERDE DE MATO GROSSO,20025
ROCHEDO,5120
SANTA RITA DO PARDO,7948
SAO GABRIEL DO OESTE,27660
SETE QUEDAS,10751
SELVIRIA,6555
SIDROLANDIA,60792
SONORA,20158
TACURU,11795
TAQUARUSSU,3588
TERENOS,22721
TRES LAGOAS,125137
VICENTINA,6115
ACORIZAL,5309
AGUA BOA-MT,26679
ALTA FLORESTA,52105
ALTO ARAGUAIA,19714
ALTO BOA VISTA,7092
ALTO GARCAS,12323
ALTO PARAGUAI,11587
ALTO TAQUARI,11413
APIACAS,10431
ARAGUAIANA,3064
ARAGUAINHA,909
ARAPUTANGA,17078
ARENAPOLIS,9399
ARIPUANA,23067
BARAO DE MELGACO,8165
BARRA DO BUGRES,35642
BARRA DO GARCAS,61702
BOM JESUS DO ARAGUAIA,6830
BRASNORTE,20571
CACERES,95339
CAMPINAPOLIS,16223
CAMPO NOVO DO PARECIS,36917
CAMPO VERDE,44033
