Período:Nov/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
120034 MANOEL URBANO,61,61,"15160,47","10333,86",-,-,"4826,61",-,-,"248,53","248,53",87,"1,4",-,-
120038 PLACIDO DE CASTRO,71,71,"14593,78","12063,14",-,-,"2530,64",-,-,"205,55","205,55",214,3,-,-
120039 PORTO WALTER,9,9,"1338,84","1131,43",-,-,"207,41",-,-,"148,76","148,76",29,"3,2",-,-
120040 RIO BRANCO,2460,2479,"2119572,38","1589867,97",-,-,"529704,41",-,-,"855,01","861,61",13828,"5,6",83,"3,37"
120042 RODRIGUES ALVES,27,27,"7577,7","6607,39",-,-,"970,31",-,-,"280,66","280,66",54,2,1,"3,7"
120043 SANTA ROSA DO PURUS,15,15,"6402,89","5651,7",-,-,"751,19",-,-,"426,86","426,86",35,"2,3",-,-
120045 SENADOR GUIOMARD,127,127,"39838,39","34180,49",-,-,"5657,9",-,-,"313,69","313,69",313,"2,5",-,-
120050 SENA MADUREIRA,326,326,"113695,24","93224,79",-,-,"20470,45",-,-,"348,76","348,76",1025,"3,1",4,"1,23"
120060 TARAUACA,155,155,"59077,28","42380,13",-,-,"16697,15",-,-,"381,14","381,14",393,"2,5",3,"1,94"
130008 ANAMA,32,32,"13622,51","9651,8",-,-,"3970,71",-,-,"425,7","425,7",82,"2,6",-,-
130010 ANORI,32,32,"10274,27","8889,81",-,-,"1384,46",-,-,"321,07","321,07",127,4,-,-
130014 APUI,87,87,"33440,35","23446,36",-,-,"9993,99",-,-,"384,37","384,37",316,"3,6",-,-
130030 AUTAZES,109,109,"52885,28","34471,82",-,-,"18413,46",-,-,"485,19","485,19",238,"2,2",-,-
130040 BARCELOS,178,178,"53529,67","42552,71",-,-,"10976,96",-,-,"300,73","300,73",624,"3,5",1,"0,56"
130050 BARREIRINHA,161,161,"65801,49","48907,34",-,-,"16894,15",-,-,"408,7","408,7",494,"3,1",-,-
130060 BENJAMIN CONSTANT,89,89,"38466,74","26693,87",-,-,"11772,87",-,-,"432,21","432,21",212,"2,4",1,"1,12"
130068 BOA VISTA DO RAMOS,38,38,"15071,57","11235,09",-,-,"3836,48",-,-,"396,62","396,62",178,"4,7",-,-
130070 BOCA DO ACRE,146,146,"54874,88","41087,88",-,-,13787,-,-,"375,86","375,86",426,"2,9",-,-
130080 BORBA,106,106,"44620,69","31379,55",-,-,"13241,14",-,-,"420,95","420,95",327,"3,1",-,-
130090 CANUTAMA,18,18,"7857,25","5964,96",-,-,"1892,29",-,-,"436,51","436,51",57,"3,2",-,-
130100 CARAUARI,98,98,"40281,3","29758,29",-,-,"10523,01",-,-,"411,03","411,03",291,3,-,-
130120 COARI,282,282,"115383,15","83558,26",-,-,"31824,89",-,-,"409,16","409,16",1205,"4,3",-,-
130130 CODAJAS,84,84,"33555,73","22227,19",-,-,"11328,54",-,-,"399,47","399,47",131,"1,6",-,-
130140 EIRUNEPE,83,83,"33283,57",23603,-,-,"9680,57",-,-,"401,01","401,01",216,"2,6",3,"3,61"
130160 FONTE BOA,115,115,"34529,74","30019,11",-,-,"4510,63",-,-,"300,26","300,26",349,3,-,-
130165 GUAJARA,40,40,"13203,68","9927,08",-,-,"3276,6",-,-,"330,09","330,09",85,"2,1",-,-
130170 HUMAITA,140,140,"64192,34","45380,77",-,-,"18811,57",-,-,"458,52","458,52",308,"2,2",-,-
130180 IPIXUNA,107,107,"35036,43","25703,58",-,-,"9332,85",-,-,"327,44","327,44",337,"3,1",-,-
130185 IRANDUBA,144,144,"62228,57","44998,48",-,-,"17230,09",-,-,"432,14","432,14",294,2,-,-
130190 ITACOATIARA,324,324,"140747,88","94254,69",-,-,"46493,19",-,-,"434,41","434,41",820,"2,5",1,"0,31"
