Período:Jan/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
120060 TARAUACA,93,93,"38447,8","24956,45",-,-,"13491,35",-,-,"413,42","413,42",140,"1,5",1,"1,08"
120070 XAPURI,45,45,"15508,77","11820,07",-,-,"3688,7",-,-,"344,64","344,64",119,"2,6",1,"2,22"
130006 AMATURA,88,88,"45260,53","41069,54",-,-,"4190,99",-,-,"514,32","514,32",287,"3,3",-,-
130008 ANAMA,33,33,"11000,71","8631,76",-,-,"2368,95",-,-,"333,35","333,35",89,"2,7",-,-
130010 ANORI,53,53,"20880,03","15711,66",-,-,"5168,37",-,-,"393,96","393,96",169,"3,2",-,-
130014 APUI,82,82,"32217,32","24656,22",-,-,"7561,1",-,-,"392,89","392,89",274,"3,3",-,-
130020 ATALAIA DO NORTE,45,45,"16919,62","11724,52",-,-,"5195,1",-,-,"375,99","375,99",130,"2,9",-,-
130030 AUTAZES,27,27,"10329,86","7362,13",-,-,"2967,73",-,-,"382,59","382,59",68,"2,5",-,-
130040 BARCELOS,47,47,"17783,42","15327,48",-,-,"2455,94",-,-,"378,37","378,37",175,"3,7",-,-
130050 BARREIRINHA,56,56,"20658,73","13751,15",-,-,"6907,58",-,-,"368,91","368,91",101,"1,8",-,-
130060 BENJAMIN CONSTANT,51,51,"17839,63","12603,8",-,-,"5235,83",-,-,"349,8","349,8",154,3,-,-
130068 BOA VISTA DO RAMOS,35,35,"14501,01","10392,93",-,-,"4108,08",-,-,"414,31","414,31",89,"2,5",-,-
130070 BOCA DO ACRE,145,145,"57632,45","40136,7",-,-,"17495,75",-,-,"397,47","397,47",516,"3,6",-,-
130083 CAAPIRANGA,10,10,"3886,65","2563,42",-,-,"1323,23",-,-,"388,66","388,66",23,"2,3",-,-
130100 CARAUARI,80,80,"28290,04","20526,2",-,-,"7763,84",-,-,"353,63","353,63",215,"2,7",-,-
130110 CAREIRO,70,70,"27278,07","18801,4",-,-,"8476,67",-,-,"389,69","389,69",129,"1,8",-,-
130120 COARI,262,262,"96363,99","66040,53",-,-,"30323,46",-,-,"367,8","367,8",1295,"4,9",3,"1,15"
130130 CODAJAS,92,92,"47465,47","38388,01",-,-,"9077,46",-,-,"515,93","515,93",228,"2,5",-,-
130140 EIRUNEPE,68,68,"26215,14","16807,21",-,-,"9407,93",-,-,"385,52","385,52",165,"2,4",-,-
130150 ENVIRA,22,22,"8142,97","5070,34",-,-,"3072,63",-,-,"370,14","370,14",42,"1,9",-,-
